date,temperature,precipitation,humidity,wind,wind_direction
2016-01-01,-12.126068,0.0,72.44292,0.49965352,-1.2119711150077832
2016-01-02,-4.8487244,0.038589276,62.12201,0.99287885,-1.6609048368765547
2016-01-03,-0.65512085,0.1080609,72.31716,1.5949384,2.316932787763815
2016-01-04,-7.169281,0.02847871,74.39386,2.2018027,-1.546946834507772
2016-01-05,0.3656311,0.014286407,95.349106,2.3487756,1.784047029152516
2016-01-06,2.0489807,0.73114365,94.409904,1.8514798,2.5264212607441814
2016-01-07,3.8971252,0.036561657,97.379265,1.0879117,2.2817319612907307
2016-01-08,-0.8301697,0.0,74.29156,1.5683608,-1.902297411570906
2016-01-09,1.8243713,0.0,77.40605,1.4290707,2.1868541458299022
2016-01-10,3.8509827,0.0,86.117294,2.503161,2.0569600665116514
2016-01-11,5.030426,0.0,90.87259,1.7676193,2.0941721704569103
2016-01-12,9.256012,0.0038661482,70.54275,3.849384,1.7694627853101874
2016-01-13,2.7164612,0.0,83.84527,2.1586065,1.5192278739517067
2016-01-14,-0.35604858,0.060997978,91.25465,1.8393437,-1.355050972758422
2016-01-15,2.2442932,0.021171523,65.74436,2.4246407,2.094862509657694
2016-01-16,3.025299,0.9352935,98.18606,2.2261798,-1.5953005146103374
2016-01-17,-2.0115662,0.7377493,96.5243,2.990872,-1.2225236255959047
2016-01-18,-5.610199,0.16685751,80.71511,3.7392986,-1.3855389185410294
2016-01-19,-5.16098,0.07011378,85.57005,1.5166484,-1.0316013867392289
2016-01-20,-11.750336,0.0,83.200745,2.1637044,1.9727622164054366
2016-01-21,-6.9722595,0.0,82.25546,0.61340255,2.3705088405764982
2016-01-22,-2.8797302,0.010955698,84.133896,1.5488136,-1.4016656454455205
2016-01-23,-10.138031,0.00038416858,85.23849,1.6845917,-1.5326160428891276
2016-01-24,-10.234955,0.0,75.53168,1.0160698,-1.6832487684612498
2016-01-25,-3.1250916,0.14153764,88.73889,1.1033579,-1.4870615356527683
2016-01-26,-1.8211365,0.039384905,81.81459,0.5830811,2.458033051162003
2016-01-27,2.3495178,0.037013,93.11808,0.43786603,2.6745342870572983
2016-01-28,2.7018127,0.0,86.35337,1.3487855,2.2966157461188135
2016-01-29,4.0611877,0.0,85.3182,0.41349006,-1.7003376136826003
2016-01-30,5.526764,0.0,79.795204,1.0473887,-1.807910649050264
2016-01-31,2.3658752,0.0,79.25949,1.9176383,1.8690557222225976
2016-02-01,3.9872131,0.00078197825,81.72095,1.165569,1.7069487125948823
2016-02-02,3.4398499,0.0,86.92107,0.5200522,-2.8313967251408703
2016-02-03,6.1234436,0.0,76.38066,1.3271865,1.921298025646131
2016-02-04,6.848297,0.00076833717,79.369354,1.5224768,1.8006003629863505
2016-02-05,0.723053,0.11460288,89.04344,3.586131,-1.2299039194343269
2016-02-06,-0.07748413,0.069803745,81.43252,2.5981693,-1.2064300252066023
2016-02-07,-2.3511658,0.0,75.8298,1.2428968,2.5202840570052505
2016-02-08,1.1898499,0.0,78.67729,2.193346,2.0709281359095657
2016-02-09,1.6087952,0.0,83.07979,1.9451898,2.162120881339382
2016-02-10,4.9396057,0.00037734798,87.24174,2.8826127,1.9826826960248698
2016-02-11,5.6839905,0.09403941,87.73862,1.375662,0.5718977610048385
2016-02-12,2.2071838,0.021346029,95.34195,0.20077026,-0.01544760282152095
2016-02-13,4.462555,0.009323977,93.235855,1.8388569,1.9922312661146415
2016-02-14,3.9911194,0.0,88.43984,2.1899428,1.9207210011203857
2016-02-15,12.332184,0.0012522878,82.68375,3.5750077,1.9797134561891145
2016-02-16,12.224274,0.0,79.49975,2.460099,2.0203148847485193
2016-02-17,10.041412,0.0,65.33413,2.509825,2.175125620646232
2016-02-18,8.460846,0.0,80.23914,2.421379,2.3371181649564776
2016-02-19,6.931549,0.6342193,96.70417,1.6280594,-2.8863079459083827
2016-02-20,5.8456116,1.3641116e-05,92.6019,1.5723096,-1.7057117896354417
2016-02-21,0.7652893,0.00076833717,91.86398,1.7083358,-0.9181840612331972
2016-02-22,2.7433167,0.0,83.86037,0.8457416,2.415950044222643
2016-02-23,7.9066467,0.0,69.29623,1.3408909,1.8384907316648524
2016-02-24,11.21402,0.00019897823,74.41002,0.5706058,1.7595440836673653
2016-02-25,0.31484985,0.0,87.57361,1.1523724,-1.5458496067781766
2016-02-26,5.490631,0.0,85.30027,2.016876,2.2824471624718248
2016-02-27,3.3431702,0.031610616,94.780365,1.6676761,-1.7667635353577138
2016-02-28,3.1698303,0.0,90.26649,1.9374772,2.5470117390993376
2016-02-29,8.85318,0.00018533712,68.81851,4.558189,1.969630638622367
2016-03-01,10.931061,1.0847075,88.39911,3.2561872,1.2171761534223247
2016-03-02,5.1402893,0.0014100496,79.35168,1.6884075,-1.382419647354187
2016-03-03,-0.46810913,0.0,93.88222,0.54699206,2.9905387193212283
2016-03-04,4.7240295,0.4782686,93.884575,1.4441155,1.1485548326639567
2016-03-05,1.7887268,0.0047643697,94.7856,1.6386176,-1.6645706610693647
2016-03-06,6.446686,0.0,70.345215,1.8779123,1.7854512891549192
2016-03-07,7.538971,0.0,72.40061,3.7214484,1.8454642270773676
2016-03-08,4.6234436,0.00019897823,96.956894,0.6922737,1.9276102040357912
2016-03-09,1.8836975,0.0,88.958725,0.595479,-2.8612892161141974
2016-03-10,6.1283264,0.31934002,95.96894,1.613903,-1.4909774327088143
2016-03-11,4.530426,0.65829486,94.386765,0.93030876,0.5682697620044244
2016-03-12,0.54312134,0.00047001656,96.11254,0.8283026,-2.68306373767368
2016-03-13,5.7450256,0.3310244,96.88676,1.8352534,-2.2674642756592607
2016-03-14,3.853424,0.10713887,90.110794,2.6442597,-1.5644279744982914
2016-03-15,-0.7539978,0.0,82.83625,1.4284807,-1.5692960040797168
2016-03-16,0.5394592,0.0068352427,90.04969,1.2364405,2.560676492832405
2016-03-17,0.81729126,0.00019897823,85.77643,1.3597387,-2.614962355207972
2016-03-18,-0.3904724,0.0,85.610794,0.5678998,-3.14009929918893
2016-03-19,0.6752014,0.0,86.938156,1.8153831,-1.6561215020808877
2016-03-20,2.6739807,0.0,75.9807,1.1785891,-1.8636418770374616
2016-03-21,4.030182,0.0,67.108505,1.2688913,1.9665081013238295
2016-03-22,7.0003967,0.101793066,85.57495,1.0978603,2.506697940688389
2016-03-23,6.8993225,0.7968666,91.1134,1.5848597,-1.6080145280182527
2016-03-24,4.8815002,1.3549656,96.19537,2.681296,-1.3346146161647552
2016-03-25,2.4010315,0.004980697,77.55094,1.3311673,-0.9051380245772809
2016-03-26,-1.3113708,0.0,81.15069,0.8185185,-0.7326260269123426
2016-03-27,2.3019104,0.10047323,86.240234,1.3714975,-0.8970003828665863
2016-03-28,-1.7388611,0.0,90.85449,0.4849563,2.941578562858388
2016-03-29,5.348297,0.0,74.00874,0.9341826,1.8783675983030714
2016-03-30,4.015045,0.0,87.86381,0.6259027,2.5846004268598
2016-03-31,7.0921936,0.0,70.66074,1.3598624,2.148442713656782
2016-04-01,9.582428,0.0,63.96582,1.3024334,2.3368613593292533
2016-04-02,10.328278,0.0,64.78303,0.4918132,2.837702570725529
2016-04-03,7.644684,0.0,87.70862,1.1287384,-2.5424436048293644
2016-04-04,9.547516,0.0,81.01612,1.8011674,2.2376389625885618
2016-04-05,9.286774,0.0,71.08807,1.0873487,2.516062782659961
2016-04-06,10.692535,0.0,62.760384,1.277,2.4486342254491666
2016-04-07,11.625885,0.0,66.61934,1.2570066,3.0926703345660127
2016-04-08,14.713287,0.0,41.768536,2.5080879,2.001787493695673
2016-04-09,10.0902405,0.0010533094,84.86271,0.9275484,2.539147101884769
2016-04-10,9.903473,0.0,81.52074,0.20425063,-1.3093837918628073
2016-04-11,7.5209045,0.03220892,88.91596,2.4060585,-1.1794737114501421
2016-04-12,7.0472717,0.0,83.86166,0.90125006,-2.0488352868391093
2016-04-13,8.725006,0.0,73.748886,1.0445529,2.2856974058020416
2016-04-14,15.332184,0.0,51.529514,2.5597265,1.4403452156212577
2016-04-15,10.048248,0.49747458,80.65442,3.710701,-1.3143886023967561
2016-04-16,6.900299,0.0,70.348564,1.0661887,2.5171064560422445
2016-04-17,11.33194,0.0,57.435387,1.5782334,1.812546605703454
2016-04-18,13.122223,0.0,50.381565,1.5086787,2.1017245694770432
2016-04-19,15.908112,0.0,55.92325,1.5703404,1.98333436815007
2016-04-20,11.833405,0.30083117,82.13304,4.0862484,-1.2708749650826767
2016-04-21,2.3939514,0.0,79.9692,1.7947423,-1.2523070918663002
2016-04-22,4.5694885,0.0,61.475212,1.8917403,2.259042190139839
2016-04-23,10.33194,0.0,65.22179,0.4538186,2.0394064243544783
2016-04-24,10.656891,1.4516206,94.599236,0.9806511,1.9164921868936964
2016-04-25,5.7816467,0.015140776,95.53663,2.091945,-1.5450444696269041
2016-04-26,1.559967,0.61079955,95.487335,2.8926823,-1.0762644700578743
2016-04-27,-1.0152283,0.0,91.6645,0.94433653,2.7111274744127187
2016-04-28,5.8922424,0.0,80.89929,0.51599956,2.8766030629123627
2016-04-29,10.259186,0.0,72.33743,1.4963659,2.5615094515629573
2016-04-30,9.323151,0.0030597076,97.709595,1.8335881,-1.2058996666257988
2016-05-01,6.21817,0.0,94.97737,0.9448674,-3.111704348162824
2016-05-02,10.9774475,0.6600672,98.08287,1.3471172,2.411148329146536
2016-05-03,9.001129,2.9982853,97.08089,0.8671118,-1.7328012727266964
2016-05-04,7.3526917,0.1556634,96.28154,2.9779437,-0.9706856370718728
2016-05-05,7.030426,0.005317562,91.284294,2.2906244,-1.2126663113262683
2016-05-06,7.3434143,0.0005183624,92.733696,1.4578252,-1.99576417678478
2016-05-07,8.246246,0.0,88.01664,1.0245078,-1.9570097137694944
2016-05-08,10.751373,0.0,84.55492,0.17114274,-0.07827088238556414
2016-05-09,6.9708557,0.0,96.944405,0.5061468,2.8813888524700317
2016-05-10,8.004791,0.0,89.12864,0.9118298,-2.6504626560025613
2016-05-11,8.542877,0.0,98.3894,0.94935775,2.7859400027105727
2016-05-12,12.897125,0.4228407,90.92531,1.7338198,2.1750302257835328
2016-05-13,12.132721,0.0038567951,97.136894,1.7923764,1.6434700624018863
2016-05-14,9.5868225,0.0,76.97506,1.8480238,1.7281686418010003
2016-05-15,9.073639,0.0,84.62193,1.1642722,1.855588554625535
2016-05-16,9.689117,0.013178863,95.94191,2.4680138,-1.6704015399698764
2016-05-17,5.3890686,0.0,89.70621,1.3215784,-1.4498850204720475
2016-05-18,3.3802795,0.0,84.57212,1.4943737,-1.790244842509219
2016-05-19,5.9361877,0.0,85.570786,0.9371048,2.5114225086140314
2016-05-20,10.187897,0.0,80.347435,0.5607975,-2.919502593647189
2016-05-21,10.5277405,0.7199859,99.06462,1.9176782,-1.9253539560499178
2016-05-22,10.2933655,0.0,93.04115,1.8860478,-1.6256952507187128
2016-05-23,8.238922,0.0,95.02885,0.3937081,-3.11263562723712
2016-05-24,12.67691,0.0,78.39983,1.3503739,2.131426869323332
2016-05-25,8.340973,0.0,81.62889,1.4360467,-0.02602910137172622
2016-05-26,11.5868225,0.021681553,87.89473,2.1166332,-1.002958437007323
2016-05-27,10.40567,0.0,94.13214,1.9269285,-1.0514525979933844
2016-05-28,10.2604065,0.0,90.7997,0.57963496,-2.944445712465578
2016-05-29,14.5746155,0.0,75.35416,0.60417455,2.737567411127499
2016-05-30,16.402008,0.0,82.56613,1.4068888,1.8962433380436587
2016-05-31,14.962555,0.0,64.86178,0.49013957,-1.712030693553851
2016-06-01,13.466705,0.0,68.84826,0.4403582,-2.1430018995070483
2016-06-02,12.731842,0.0,93.80642,0.3552587,2.5423022227669745
2016-06-03,13.698883,0.0,79.34662,1.7675298,-1.3190747532299905
2016-06-04,13.927399,6.8205563e-06,89.432594,0.8273423,-0.5277495603954871
2016-06-05,13.291901,0.0,85.18533,0.8851604,-1.890450497995009
2016-06-06,14.984528,0.017300554,86.896194,0.08565064,-2.822118337113229
2016-06-07,13.493561,0.0012451737,94.69055,1.6849426,-1.0389002008363635
2016-06-08,10.835602,6.1384984e-05,91.41391,1.4056382,-1.659772266976332
2016-06-09,10.355621,0.0,87.89312,1.4515017,2.3407389215205003
2016-06-10,13.623444,0.0,80.06689,1.3651229,1.96969709183649
2016-06-11,13.363434,0.0,86.91827,0.9750676,2.034917651214436
2016-06-12,13.931305,0.0,79.01473,0.71553755,1.915738419929562
2016-06-13,14.525299,0.32380944,86.4048,0.7902306,2.708481243274667
2016-06-14,12.598053,0.0009400331,96.33981,0.41750154,1.5068452643383248
2016-06-15,12.179596,0.0,89.657974,0.4990105,2.582380888992277
2016-06-16,11.969635,0.0,85.96548,0.57810366,-3.0011269477136024
