date,temperature,precipitation,humidity,wind,wind_direction
2016-01-01,-6.824066,0.0,75.08093,2.5896,2.3498267179637518
2016-01-02,-3.7173767,0.0055100126,92.152336,0.57208985,0.793655003476197
2016-01-03,-4.276947,0.31643826,81.08217,5.9080234,2.830135411638459
2016-01-04,-10.609955,0.007671173,83.102844,4.7795596,2.4878720739511344
2016-01-05,-4.919525,0.55044353,96.51559,0.73330545,2.8877016719329682
2016-01-06,-0.41659546,7.667285e-05,91.613335,2.931292,2.718682256800133
2016-01-07,1.5870667,0.104347825,95.5118,1.449486,-0.15543436663575871
2016-01-08,-2.7537537,0.0,99.128,1.724205,1.2463152579895767
2016-01-09,3.1669006,0.0,83.598495,3.7081656,2.321452241443708
2016-01-10,7.7223206,0.0,82.7793,3.8290198,1.9663771385451472
2016-01-11,8.561188,0.0006888695,83.02687,3.3253164,1.6856204879681316
2016-01-12,13.867828,0.6717837,62.308086,5.0366883,1.6452985112965766
2016-01-13,5.320465,0.0,90.31139,2.4395454,-0.2840897577294126
2016-01-14,2.7384338,0.0,96.352806,3.1889548,-0.21168626055656767
2016-01-15,6.2987366,0.0020013603,64.320526,4.1594715,2.049082522261013
2016-01-16,1.7755432,0.0021163695,95.12361,2.1326303,-0.43871671526523554
2016-01-17,0.45132446,0.10021388,82.9162,5.1042323,-1.416996663998269
2016-01-18,-2.7349548,0.024977636,78.01892,5.181635,-0.8710269199499762
2016-01-19,-4.0850525,0.0016777612,87.56775,2.6611392,-0.5322158377233748
2016-01-20,-8.834076,0.0,87.63819,2.698275,2.5080624206025965
2016-01-21,-3.5828552,0.0,78.6898,1.3624752,1.2950056600207505
2016-01-22,-4.536957,0.00051517354,83.23452,1.5657644,-0.7249031715898067
2016-01-23,-8.070404,0.0,89.42791,0.7439591,1.5998975619380955
2016-01-24,-6.397064,0.0,89.33043,1.4419417,2.0096605732575705
2016-01-25,-2.698578,0.006634156,97.30457,1.1155914,2.3911971643252383
2016-01-26,1.9947815,0.097362995,91.407936,3.2750041,0.10901315984248473
2016-01-27,1.8146057,0.0,99.222435,2.2248046,2.3177394688139588
2016-01-28,1.4344788,0.0011065885,99.331375,1.180502,1.2357651499313442
2016-01-29,5.44693,0.0,87.77405,2.1847897,0.3153189293042098
2016-01-30,3.4178772,3.822858e-05,97.88703,1.3787388,0.5980333220891249
2016-01-31,6.9220276,0.0,80.88953,3.2791233,1.6532867426003093
2016-02-01,5.143463,0.0027845653,93.83391,2.3958318,-2.227389947632841
2016-02-02,8.107086,0.0,91.45218,2.3959343,1.7006274645968125
2016-02-03,8.420563,0.0,90.16668,2.016223,0.8631764050906471
2016-02-04,9.437897,0.08989952,92.17186,5.573154,-1.151905028128116
2016-02-05,1.059967,0.0,90.41068,2.76073,-0.49184517848274856
2016-02-06,0.82022095,3.8336446e-05,89.0612,2.7820373,-0.21567484228193623
2016-02-07,2.0936584,0.0,76.55197,3.7240212,2.3422267247776225
2016-02-08,5.8487854,0.0,65.80208,4.999681,2.2049021541866924
2016-02-09,9.3229065,0.0021371515,64.249016,4.307733,2.1121664930556516
2016-02-10,10.9010315,0.0,69.603485,5.849036,2.2213811235955054
2016-02-11,3.9049377,0.16299185,93.3451,3.0805082,0.18812718037219422
2016-02-12,2.622467,0.0,85.93039,2.1585088,1.8069442834644978
2016-02-13,7.1004944,0.0,73.63574,6.640941,2.385890924995959
2016-02-14,4.2704163,0.0,90.75461,2.7205663,2.281146523065041
2016-02-15,14.584381,0.0,68.4779,5.3794427,2.119040195571272
2016-02-16,9.736969,7.645713e-05,95.9055,1.6900969,-1.782399630393693
2016-02-17,8.922272,0.0028046998,94.1165,1.6393079,-2.228080091488173
2016-02-18,11.485016,0.0,71.74579,8.146517,2.4364782822804423
2016-02-19,8.269928,0.050443094,81.619484,6.4976587,2.39670324940397
2016-02-20,5.141754,0.0014308343,88.02925,1.225047,-0.14965959722173822
2016-02-21,2.5624084,0.0,90.56016,1.7910535,0.8920251648704008
2016-02-22,6.8629456,0.0,80.99535,1.9334254,1.4794438127123182
2016-02-23,9.659088,0.0,81.98767,3.0714526,1.857290844929876
2016-02-24,10.497467,0.01219099,91.51689,2.1676724,1.6229738330605894
2016-02-25,1.4698792,0.0,91.34032,1.4348097,0.20973629009552833
2016-02-26,8.955231,0.08147071,70.82661,2.3245928,3.0689285295928665
2016-02-27,4.0228577,3.822858e-05,86.59149,0.9957716,-0.3171932037025975
2016-02-28,7.03067,0.0,82.17179,5.5699096,2.4735735056637305
2016-02-29,9.728424,0.079253875,74.665405,8.341674,2.589574184391276
2016-03-01,9.788239,0.5570313,93.41748,2.3276958,0.6583591982226883
2016-03-02,4.196686,0.014743076,90.769775,1.4311991,-0.7916153813578466
2016-03-03,2.5140686,0.0,89.449936,2.7135262,2.6237693766403116
2016-03-04,9.686432,0.6609647,85.93683,2.9311938,2.434735236741765
2016-03-05,5.1148987,0.00087710924,83.89777,2.5436437,0.21740847040092037
2016-03-06,10.3680725,0.0,60.520927,5.128554,2.2179335953724535
2016-03-07,8.498688,3.28172,95.48416,3.508905,1.9486977888655752
2016-03-08,7.275299,0.033174276,96.70982,2.940167,0.3402778307357725
2016-03-09,5.259186,0.0,90.74987,1.5533407,-1.5249208926411628
2016-03-10,8.419098,0.016328529,88.83096,1.7577753,-1.689576208999991
2016-03-11,8.67276,0.2052769,93.538376,0.58344895,-0.2277020865343794
2016-03-12,8.211578,0.02865278,93.14106,1.6126963,2.6596381158927587
2016-03-13,7.396393,0.00051528146,80.310524,3.6649427,2.993803777923241
2016-03-14,7.9220276,0.024813766,83.65058,1.6664999,-1.8980808291655447
2016-03-15,2.488922,0.0,88.430824,1.7972374,-0.2960566740907107
